N° progressivo;N° catalogo;Conferente;Anno;ID Par;Paragrafo;ID Arg;Argomento;ID Sub;Subargomento;ID TL;Tipo lotto;Simbolo;N° pezzi;Descrizione;Immagine;Col;B/N;Virata;Seppia;Foto;FG;GF;Colore;Titolo;Codice magazzino;Codice committente;Ragione sociale;Nota carico;Prezzo base;Off te 1;Offerta1;Off te 2;Offerta2;Off te 3;Offerta3;Off te 4;Offerta 4;Vincente;ad Euro;Riferimento Sassone;Indirizzo;Indirizzo 1
19316;443;;1926/30;;COLONIE ITALIANE;;Libia;;;;Nuovo senza linguella;;1;Pittorica cent. 15 dent. 11 (N. 62). Ottima qualità e centratura, catal. € 2.280,00 circa. Foto.;;1;0;0;0;0;0;;;;;;;;€ 700,00;;;;;;0;;;;;0062;;
19317;444;;1926/30;;COLONIE ITALIANE;;Libia;;;;Nuovo senza linguella;;1;Pittorica cent. 30 dent. 11 (N. 63), un dente minimamente più corto. Buona centratura, catal. € 450,00 circa.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0063;;
19318;445;;1926/30;;COLONIE ITALIANE;;Libia;;;;Usato;;1;Pittorica cent. 30 dent. 11 (N. 63), in quartina, dentell. orizzontale fortemente spostata verso il basso. Rara.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0063;;
19319;446;;1937;;COLONIE ITALIANE;;Libia;;;;Usato;;1;Pittorica L. 5 dent. 11 (N. 144). Catal. € 550,00.;;1;0;0;0;0;0;;;;;;;;€ 170,00;;;;;;0;;;;;0144;;
19320;447;;1928/29;;COLONIE ITALIANE;;Libia;;Posta aerea;;Nuovo senza linguella;;1;Posta Aerea - Cent. 50 e cent. 80 di Italia soprast. (N. 1/ 2). Catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0001;;
19321;448;;1928/29;;COLONIE ITALIANE;;Libia;;Posta aerea;;Usato;;1;Posta Aerea - Cent. 50 e cent. 80 soprast. (N. 1/ 2), annulli dell'epoca. Catal. € 100,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0001;;
19322;449;;1926;;COLONIE ITALIANE;;Libia;;Espressi;;Nuovo senza linguella;;1;Espressi - Cet. 60 e L. 2,00 (N. 7/ 8) in quartine. Catal. € 200,00+.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0007;;
19323;450;;1926;;COLONIE ITALIANE;;Libia;;Espressi;;Nuovo senza linguella;;1;Espressi - Cet. 70/ 60 e L. 2,50/ 2,00 (N. 9/ 10) in quartine. Catal. € 300,00+.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0009;;
19324;451;;1915;;COLONIE ITALIANE;;Libia;;Segnatasse;;Nuovo con linguella;;1;Segnatasse - Soprast. (N. 1/ 10). Catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0001;;
19325;452;;1934;;COLONIE ITALIANE;;Libia;;;;Nuovo con linguella;;1;Segnatasse - La serie di 13 val. (N. 12/ 24). Catal. € 240,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0012;;
19326;453;;1915;;COLONIE ITALIANE;;Libia;;;;Nuovo con linguella;;1;Servizio Commissioni - N. 1/ 3. Catal. € 80,00, prezzo della serie linguellata anche se i primi 2 valori sembrano essere integri.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0001;;
19327;454;;1927;;COLONIE ITALIANE;;Fiere Tripoli;;;;Usato;;1;Prima Fiera compl. (N. 66/ 71 + espr. 14/ 15) in quartina. Dentell. irregolare (come sempre) su qualche valore. Non comune.;;1;0;0;0;0;0;;;;;;;;€ 300,00;;;;;;0;;;;;0066;;
19328;455;;1932;;COLONIE ITALIANE;;Fiere Tripoli;;;;Nuovo con linguella;;1;Sesta Fiera (N. 108/ 17 + PA 4/ 7), 12 valori con soprast. "Saggio" in rosso o in nero. Mancano il primo valore di P. Ordinaria (N. 108) e l'ultimo di P. Aerea (PA 7). Un paio di irrilevanti imperfezioni. Tutti i valori firmati A. Diena.;;1;0;0;0;0;0;;;;;;;;€ 250,00;;;;;;0;;;;;0108;;
19329;456;;1925/26;;COLONIE ITALIANE;;Oltre Giuba;;;;Nuovo senza linguella;;1;Giubileo L. 1 dent. 13 1/2 (N. 22). Splendido, catal. € 1.250,00+. Foto.;;1;0;0;0;0;0;;;;;;;;€ 400,00;;;;;;0;;;;;0022;;
19330;457;;1926;;COLONIE ITALIANE;;Oltre Giuba;;Espressi;;Nuovo con linguella;;1;Espressi - Soprast. (N. 1/ 2). Catal. € 80,00.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;0001;;
19331;458;;1925;;COLONIE ITALIANE;;Oltre Giuba;;Segnatasse;;Nuovo con linguella;;1;Segnatasse - La serie N. 1/ 10, discreta centratura. Catal. € 750,00.;;1;0;0;0;0;0;;;;;;;;€ 250,00;;;;;;0;;;;;0001;;
19332;459;;1925;;COLONIE ITALIANE;;Oltre Giuba;;Segnatasse;;Nuovo con linguella;;1;Segnatasse - Soprast. (N. 1/ 10). Qualche valore senza linguella, qualche altro con minime e leggere ossidazioni. Catal. € 500,00.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;0001;;
19333;460;;1923;;COLONIE ITALIANE;;Saseno;;;;Nuovo con linguella;;1;Floreale o Michetti soprast. (N. 1/ 8). Catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0001;;
19334;461;;1906;;COLONIE ITALIANE;;Somalia;;;;Usato;;1;Soprast. A Zanzibar cent. 40 su 10 a (N. 9). Ottima qualità, firmato A. Diena + Sorani. Catal. € 500,00.;;1;0;0;0;0;0;;;;;;;;€ 160,00;;;;;;0;;;;;0009;;
19335;462;;1906;;COLONIE ITALIANE;;Somalia;;;;Usato;;1;Emissione di Zanzibar, soprast. Cent. 40 su 10 (N. 9), un paio di denti minimamente arrotondati ma del tutto accettabili. Firmato A. Diena. Catal. € 500,00.;;1;0;0;0;0;0;;;;;;;;€ 110,00;;;;;;0;;;;;0009;;
19336;463;;1906/07;;COLONIE ITALIANE;;Somalia;;;;Nuovo senza linguella;;1;Elefante con soprast. fortemente spostata in senso orizzontale così da essere "2   c" anziché "C. 2" (N. 10 f). Catal. € 112,50.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;;0010f;;
19337;464;;1922;;COLONIE ITALIANE;;Somalia;;;;Nuovo senza linguella;;1;Elefante o leone soprast. (N. 24/ 29). Catal. € 375,00.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;0024;;
19338;465;;1923;;COLONIE ITALIANE;;Somalia;;;;Nuovo con linguella;;1;Propaganda Fide, i 2 valori con la varietà "ritocco" (N. 45 a/ 46 a), ottima qualità. Catal. € 90,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0045a;;
19339;466;;1928;;COLONIE ITALIANE;;Somalia;;;;Nuovo con linguella;;1;Effigie cent. 7,50 - 50 - L. 1,75 soprast. (N. 116/ 18). Catal. € 120,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0116;;
19340;467;;1932;;COLONIE ITALIANE;;Somalia;;;;nuovo senza linguella + senza gomma;;1;Pittorica dent. 12, 5 valori soprast. "saggio": cent. 5 - cent. 35 - L. 1,75 - L. 5 (N. 167 - 174 - 178 - 181) con gomma integra, L. 10 (N. 182) senza gomma. Rari.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0167;;
19341;468;;1934;;COLONIE ITALIANE;;Somalia;;Posta aerea;;Nuovo senza linguella;;1;Posta Aerea - Volo Roma - Mogadiscio (PA 7/ 16), ossidazioni di varia entità, anche evidenti. Catal. € 375,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0007;;
19342;469;;1934;;COLONIE ITALIANE;;Somalia;;Posta aerea;;Usato;;1;Posta Aerea - Volo Roma - Mogadiscio (PA 7/ 16), annulli non garantiti. Catal. € 700,00 per annulli originali.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0007;;
19343;470;;1923;;COLONIE ITALIANE;;Somalia;;Pacchi postali;;Nuovo senza linguella;;1;Pacchi Postali - Soprast. "Somalia" (N. 15/ 20). Catal. € 1.800,00.;;1;0;0;0;0;0;;;;;;;;€ 600,00;;;;;;0;;;;;0015;;
19344;471;;1923;;COLONIE ITALIANE;;Somalia;;Pacchi postali;;Nuovo senza linguella;;1;Pacchi Postali - Soprast. Con valore in moneta Somala (N. 21/ 29). Catal. € 900,00.;;1;0;0;0;0;0;;;;;;;;€ 300,00;;;;;;0;;;;;0021;;
19345;472;;1926;;COLONIE ITALIANE;;Somalia;;Pacchi postali;;Nuovo senza linguella;;1;Pacchi Postali - La serie con soprast. in rosso (N. 30/ 42). Catal. € 1.700,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 550,00;;;;;;0;;;;;0030;;
19346;473;;1930;;COLONIE ITALIANE;;Somalia;;Pacchi postali;;Nuovo senza linguella;;1;Pacchi Postali - Fascio al centro L. 3 e L. 4 (N. 66/ 67) (N. 66/ 67). Catal. € 140,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0066;;
19347;474;;1930;;COLONIE ITALIANE;;Somalia;;Pacchi postali;;Nuovo con linguella;;1;Pacchi Postali - Fascio al centro L. 3 e L. 4 (N. 66/ 67). Catal. € 70,00.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;0066;;
19348;475;;1937;;COLONIE ITALIANE;;Somalia;;Pacchi postali;;Nuovo senza linguella;;1;Pacchi fascio al centro cent. 5 (N. 71), molto bello, catal. € 30,00.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;0071;;
19349;476;;1909;;COLONIE ITALIANE;;Somalia;;Segnatasse;;Nuovo senza linguella;;1;Segnatasse - La serie con soprast. in alto (N. 12/ 22). Gran parte dei valori con centratura molto buona/ ottima. Catal. € 2.400,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 850,00;;;;;;0;;;;;0012;;
19350;477;;1920;;COLONIE ITALIANE;;Somalia;;;;Nuovo senza linguella;;1;Segnatasse - Cifra cent. 5 con doppia soprast. (N. 23 a). Catal. € 1.050,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 350,00;;;;;;0;;;;;0023a;;
19351;478;;1930/31;;COLONIE ITALIANE;;Tripolitania;;;;Nuovo senza linguella;;1;Pro Istituto Agricolo Coloniale (N. 73/ 77) in splendide quartine angolo di foglio soprast. "Saggio" in rosso o in nero, tutte firmate A. Diena. Molto rare. Foto.;;1;0;0;0;0;0;;;;;;;;€ 900,00;;;;;;0;;;;;0073;;
19352;479;;1955/57;;OCCUPAZIONI COLONIE;;Libia Indipendente;;;;Nuovo senza linguella + nuovo con linguella;;1;Libia Regno Unito - Stemma (N. 53/ 67 + N. 74/ 76), inoltre segnatasse N. 1/ 4 con linguella leggerissima. Splendidi, catal. € 72,25.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;0141A;;
19353;482;;1918;;OCCUPAZIONI STRANIERE I;;Occupazione austriaca del Friuli;;Espressi;;Nuovo con linguella;;1;Occupazione Austriaca del Friuli - Espresso cent. 6 su 5 h (N. R 2 b), doppia soprastmpa. Leggera piega orizzontale. Catal. € 320,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0002b;;
19366;497;;1918/20;;TERRE REDENTE;;Venezia Giulia;;;;Nuovo con linguella;;1;Venezia Giulia - Floreale cent. 2 (N. 20 ab) con soprast. fortemente spostata in senso orizzontale, a cavallo. Catal. € 35,00.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;16,50;0020cb;;
19367;498;;1918/19;;TERRE REDENTE;;Venezia Giulia;;;;Usato;;1;Venezia Giulia - Tipo Leoni cent. 10 con soprastmpa Venezia Giulia fortemente spostata verso destra (N. 22 eb).;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;0022eb;;
19368;499;;1918/19;;TERRE REDENTE;;Venezia Giulia;;;;Senza gomma;;1;Venezia Giulia - Michetti cent. 20, quartina con doppia soprast. una delle quali in diagonale (N. 23 b/ nota). Ottima qualità, bordo di foglio sul quale compare la soprast. diagonale. Varietà segnalata, non prezzata sul catal. Sassone. Foto.;;1;0;0;0;0;0;;;;;;;;€ 360,00;;;;;;0;;;;;0023b;;
19369;500;;1919;;TERRE REDENTE;;Venezia Giulia;;;;Usato;;1;Venezia Giulia - Leoni cent. 5 soprast., coppia, un esemplare senza la cifra "5" (N. 30 + 30 ca). Ottima qualità, catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0030;;
19370;501;;1919;;TERRE REDENTE;;Venezia Giulia;;;;Usato;;1;Venezia Giulia - Leoni cent. 5 soprast., in quartina, un esempl. con "Heller 5" anziché "5 Heller" (N. 30 cc). Rara, ottima qualità, catal. € 250,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 85,00;;;;;;0;;;;;0030cc;;
19371;502;;1919;;TERRE REDENTE;;Venezia Giulia;;Segnatasse;;Usato;;1;Venezia Giulia - Espresso cent. 25 con soprast. in caratteri più piccoli (N. 2). Raro e di ottima qualità, è noto solamente usato. Catal. € 1.100,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 350,00;;;;;;0;;;;351,00;0002;;
19372;503;;1918;;TERRE REDENTE;;Venezia Giulia;;Segnatasse;;Usato;;1;Venezia Giulia - Segnatasse cent. 5 con soprast. fortemente spostata verso destra (Tasse N. 1 varietà).;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0001;;
19373;504;;1918;;terre;;Merano;;;;Frammento;;1;Merano - Frammento con 2 h (N. 1) + 2 h + 5 h + 10 h del IV tipo (N. 10/ 12). Raro insieme, catal. € 860,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 320,00;;;;;;0;;;;;0001;;
19374;505;;1918;;terre;;Merano;;;;Frammento;;1;Merano - Stemma 2 h + 5 h + 10 h del II tipo su un unico frammento (N. 6/ 8). Rari, catal. € 2.750,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 850,00;;;;;;0;;;;;0006;;
19375;506;;1918;;terre;;Merano;;;;Frammento;;1;Merano - Stemma 5 h azzurro scuro, II tipo (N. 7). Catal. € 250,00+.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0007;;
19376;507;;1918;;terre;;Merano;;;;Usato;;1;Merano - Stemma 5 h azzurro scuro, II tipo (N. 7). Catal. € 250,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0007;;
19377;508;;1918;;terre;;Merano;;;;Frammento;;1;Merano - Stemma 10 h arancio (N. 12). Catal. € 130,00+.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0012;;
19378;510;;1919;;terre;;Trento Trieste;;;;Usato;;1;Trento Trieste - Cent. 10 (N. 4) con la varietà "0" di "10" molto spostata verso l'alto.;;1;0;0;0;0;0;;;;;;;;€ 10,00;;;;;;0;;;;;0004o;;
19379;509;;1919;;terre;;Trento Trieste;;;;Nuovo senza linguella;;1;Trento Trieste - Leoni cent. 10, striscia di 3, angolo di foglio, con doppia soprast. (N. 4 b). Ottima qualità, catal. € 675,00+. Foto.;;1;0;0;0;0;0;;;;;;;;€ 220,00;;;;;;0;;;;;0004b;;
19380;512;;1919;;terre;;Trento Trieste;;;;Usato;;1;Trento Trieste - Cent. 20 con soprast. "20 centesim" anziché "20 centesimi", in coppia con il normale (N. 5 f + 5). Non comune.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0005f;;
19381;513;;1919;;terre;;Trento Trieste;;;;Nuovo senza linguella;;1;Trento e Trieste - Michetti cent. 20 (N. 5 p), coppia verticale nella quale un esemplare ha la "a" di "corona" fortemente caduta in basso.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;22,00;0005p;;
19382;511;;1919;;terre;;Trento Trieste;;;;Nuovo con linguella;;1;Trento Trieste - Michetti cent. 20 (N. 5 ud) con soprastampa fortemente spostata - a cavallo - in entrambi i sensi. Catal. € 90,00;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0005;;
19383;514;;1919;;terre;;Trento Trieste;;;;Nuovo senza linguella;;1;Trento Trieste - Michetti cent. 40 (N. 7) soprast. molto spostata verso sinistra.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;0007;;
19384;515;;1919;;terre;;Trento Trieste;;Espressi;;Nuovo senza linguella;;1;Trento Trieste - Espresso cent. 30 (N. 2), quartina nella quale un esemplare ha la parola "centesimi" che comincia leggermente obliqua per poi allinearsi. Rara e non citata varietà. Foto.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;0002;;
19385;516;;1919;;terre;;Trento Trieste;;Segnatasse;;Nuovo con linguella;;1;Trento e Trieste - Segnatasse cent. 10 con soprast. capovolta (N. 2 a). Firma Raybaudi. Catal. € 100,00.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;;0002a;;
19386;517;;1919;;terre;;Trento Trieste;;;;Nuovo con linguella;;1;Trento Trieste - Segnatasse soprast. 20 cent. di cor. su cent. 20 (N. 3), con evidente tratto tipografico verticale dopo la parola "centesimi". Non comune e non catalogato.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0003;;
19387;518;;1919;;terre;;Fiume;;;;Nuovo senza linguella;;1;Fiume - Allegorie carta tipo "B", cent. 40 in coppia orizzontale non dentellata in mezzo (N: B 40 g). Catal. € 240,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0040g;;
19388;519;;1919;;terre;;Fiume;;;;Nuovo senza linguella;;1;Fiume - Allegoria cent. 45, carta tipo "B", coppia bordo di foglio non dentell. verticalmente - dentellatura cieca - (N. B 41 varietà). Varietà non catalogata, firma G. Oliva. Rari. Catal. € 1.250,00++ per gli esemplari senza varietà. Foto.;;1;0;0;0;0;0;;;;;;;;€ 450,00;;;;;;0;;;;;0041;;
19389;520;;1919;;terre;;Fiume;;;;Nuovo con linguella;;1;Fiume - Allegorie dicitura "Posta Fiume", cent. 45 in coppia orizzontale nella quale un esemplare ha doppia soprast. (N. D 79 r), l'altro ha soprast. "ranco" anziché "franco" (N. D 79 v). Raro insieme di 2 differenti varietà. Catal. € 380,00++.;;1;0;0;0;0;0;;;;;;;;€ 125,00;;;;;;0;;;;;0079r;;
19390;521;;1919;;terre;;Fiume;;;;Nuovo senza linguella;;1;Fiume - Soprast. "Valore Globale" cent. 20 (N. 91 q), striscia orizzontale di 3 esemplari di differente larghezza per lo spostamento della dentellatura. Foto.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0091;;
19391;522;;1920;;terre;;Fiume;;;;Nuovo senza linguella;;1;Fiume - Cent. 45 con soprast. "Valore Globale" modificata (N. 112). Raro, catal. € 875,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 270,00;;;;;;0;;;;;0112;;
19392;523;;1920;;terre;;Fiume;;;;Senza gomma;;1;Fiume - D'Annunzio cent. 50, doppia stampa una delle quali capovolta (N. 120 d), senza gomma come sempre. Catal. € 20,00.;;1;0;0;0;0;0;;;;;;;;€ 8,00;;;;;;0;;;;;0120d;;
19393;524;;1920;;terre;;Fiume;;;;Usato;;1;Fiume - Serie "Legionari" soprast. "Reggenza Italiana del Carnaro...", compreso espressi (N. 131/ 46 + Espr. 3/ 4). Ottima qualità, il N. 145 firmato Raybaudi, il N. 146 firmato G. Oliva + Raybaudi. Catal. € 1.275,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 415,00;;;;;;0;;;;;0131;;
19394;525;;1921;;terre;;Fiume;;;;Nuovo con linguella;;1;Fiume - Soprast. "...1921 - Costituente Fiumana" (n. 164/ 75). Catal. € 700,00.;;1;0;0;0;0;0;;;;;;;;€ 220,00;;;;;;0;;;;;0164;;
19395;526;;1921;;terre;;Fiume;;;;Nuovo senza linguella;;1;Fiume - Pro Fondazione Studio soprast. "Costituente Fiumana", 2 esempl. cent. 10 (N. 165) di dimensioni notevolmente maggiori del normale, uno verticalmente, l'altro orizzontalmente.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0165;;
19396;527;;1921;;terre;;Fiume;;;;Nuovo senza linguella;;1;Fiume - Pro Fondazione Studio soprast. "Costituente Fiumana" cent. 10 non dentellato a destra (N. 165 - varietà). Foto,;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;0165;;
19397;528;;1921;;terre;;Fiume;;;;Nuovo senza linguella;;1;Fiume - Cent. 20 con soprast. "... 1921 Costituente Fiumana" non dentellata a destra. Non catalogato, proviente probabilmente dalla coppia non dentellata in mezzo (N. 167 m) che è catal. € 360,00.;;1;0;0;0;0;0;;;;;;;;€ 45,00;;;;;;0;;;;;0167m;;
19398;529;;1921;;terre;;Fiume;;;;Usato;;1;Fiume - D'Annunzio cent. 10 con soprast. "Governo Provvisorio" eseguita a Milano (N. 178), coppia orizzontale. Catal. € 100,00+.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0178;;
19399;530;;1921;;terre;;Fiume;;;;Usato;;1;Fiume - D'annunzio cent. 10 tirat. di Milano con doppia dentell. orizzontale (N. 178 d). Catal. € 90,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0178d;;
19400;531;;1923;;terre;;Fiume;;;;Nuovo senza linguella;;1;Fiume - S. Vito e soggetti vari compl. (N. 190/ 201 + Espr. 7/ 8). Molto belli, catal. € 600,00.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0190;;
19401;531;;1923;;terre;;fiume;;;;Nuovo con linguella;;1;Fiume - S. Vito compl. (N. 190/ 201 + Espr. 7/ 8). Catal. € 240,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0190;;
19402;533;;1921;;terre;;Fiume;;;;Nuovo con linguella;;1;Fiume - Espresso cent. 30 con la soprast. "Governo Provvisorio" fortemente spostata verso destra, a cavallo (Espr. N. 5 h). Dentellatura leggermente irregolare, come sempre. Catal. € 30,00.;;1;0;0;0;0;0;;;;;;;;€ 10,00;;;;;;0;;;;;0005c;;
19403;534;;1921/22;;terre;;Dalmazia;;;;Nuovo con linguella;;1;Dalmazia - Soprastampati, 7 valori (N. 2/ 8). Catal. € 90,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0002;;
19404;535;;1921/22;;terre;;Dalmazia;;;;Nuovo senza linguella;;1;Dalmazia - Leoni cent. 5, soprast. fortemente spostata in senso orizzontale - a cavallo (N. 2 e). Catal. € 75,00+.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;0002e;;
19405;536;;1921;;terre;;Dalmazia;;;;Nuovo senza linguella;;1;Dalmazia - Espresso cent. 25 su 25 con doppia soprast. (N. 1 a). Ottima qualità, catal. € 750,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 250,00;;;;;;0;;;;;0001a;;
19406;537;;1922;;terre;;Dalmazia;;;;Nuovo senza linguella;;1;Dalmazia - Espresso L. 1,20 su 1,20 (N. 2), bordo di foglio. Catal. € 450,00.;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;0002;;
19407;538;;1922;;terre;;Dalmazia;;;;Nuovo senza linguella;;1;Dalmazia - Segnatasse N. 1/ 4. Catal. € 337,50.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0001;;
19408;539;;1920;;terre;;Fiume;;;;Nuovo con linguella;;1;Fiume - Arbe - Cent. 20 soprast. "Arbe" in caratteri grossi, con soprast. "Reggenza Italiana del Carnaro" capovolta (N. 3 a). Raro e di ottima qualità, linguella leggerissima, firmato G. Oliva. Catal. € 700,00.;;1;0;0;0;0;0;;;;;;;;€ 230,00;;;;;;0;;;;;0003a;;
19409;541;;1920;;terre;;Fiume;;;;Nuovo con linguella;;1;Fiume - Arbe - Cent. 5 e cent. 10 con soprast. "Reggenza Italiana del Carnaro" capovolta (N. 5 c + 6 c). Ottima qualità, firmati G. Oliva. Catal. € 1.000,00.;;1;0;0;0;0;0;;;;;;;;€ 330,00;;;;;;0;;;;;0005c;;
19410;540;;1920;;terre;;Fiume;;;;Usato;;1;Fiume - Arbe - Soprast. in caratteri più piccoli, la serie compl. con gli espressi relativi (N. 5/ 10 + Espr. 1/ 2), alcuni valori su frammento. Catal. € 675,00+.;;1;0;0;0;0;0;;;;;;;;€ 215,00;;;;;;0;;;;;0005;;
19411;542;;1920;;terre;;Fiume;;;;Usato;;1;Fiume - Arbe - Coppie verticali nelle quali l'esempalre superiore è senza la soprast. "Arbe", serie compl. (N. 5 h/ 10 b + Espr. 1 h/ 2 b). Molto rare e di ottima qualità, noti solo usati, catal. € 7.200,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 2350,00;;;;;;0;;;;;0005h;;
19412;548;;1941;;OCCUPAZIONI ITALIANE II;;Lubiana;;;;Nuovo con linguella;;1;Lubiana - Soprast. "R. Commissariato Civile ecc." (N. 18/ 33). Catal. € 180,00.;;1;0;0;0;0;0;;;;;;;;€ 45,00;;;;;;0;;;;;0018;;
19413;549;;1941;;OCCUPAZIONI ITALIANE II;;Lubiana;;;;Nuovo senza linguella;;1;Lubiana - 3 d con soprast. "R. Commissariato..."capovolta e fortemente spostata in senso verticale: della scritta "R. Commissariato" è visibile solo la parte inferiore (N. 23 a - nota). Timbrino peritale G. Bolaffi.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0023a;;
19414;550;;1941;;OCCUPAZIONI ITALIANE II;;Lubiana;;;;Nuovo senza linguella;;1;Lubiana - 4 d con soprast. "R. Commissariato..." fortemente spostata verso il basso - rombi in alto (N. 24 l) ed inclinata dall'alto verso il basso (N. 24 d ma con inclinazione contraria). Rara e non catalogata combinazione di 2 varietà.;;1;0;0;0;0;0;;;;;;;;€ 75,00;;;;;;0;;;;85,00;0024;;
19425;561;;1941;;OCCUPAZIONI ITALIANE II;;Lubiana;;;;Nuovo senza linguella;;1;Lubiana - Segnatasse - Quartina 50 p con soprast. fortemente spostata verso l'alto con i 2 esempl. inferiori senza "R. Commissariato" e rombi (2 x N. 6 h + 2 x N. 6 i). Minima e leggera grinza diagonale, peraltro ottima qualità. Timbrino peritale G. Bolaf;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;0006h;;
19426;562;;1941;;OCCUPAZIONI ITALIANE II;;Lubiana;;;;Nuovo senza linguella;;1;Lubiana - Segnatasse 1 d soprast. "R. Commissariato...", coppia orizzontale nella quale un esempl. è senza soprast. (N. 7 e). Rara, ottima qualità, certific. A. Diena. Catal. € 1.800,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 600,00;;;;;;0;;;;;0007e;;
19427;563;;1941;;OCCUPAZIONI ITALIANE II;;Lubiana;;;;Nuovo senza linguella;;1;Lubiana - Segnatasse con soprast. "R. Commissariato Civile..." in caratteri modificati (N. 11/ 13). Catal. € 175,00.;;1;0;0;0;0;0;;;;;;;;€ 55,00;;;;;;0;;;;;0011;;
